"","Discosoma","Ricordea","Letepsammia","Rhombopsammia","Stephanophyllia","Gardineria","Anthemiphyllia","Deltocyathus","Ceratotrochus","Conotrochus","Vaughanella","Stephanocyathus","Caryophyllia","Crispatotrochus","Stenocyathus","Dasmosmilia","Lophelia","Solenosmilia","Desmophyllum","Rhizosmilia","Madrepora","Stylocoeniella","Madracis","Stylophora","Seriatopora","Pocillopora","Heterocyathus","Oulastrea","Phyllangia","Anomastraea","Horastrea","Coscinaraea","Psammocora","Pleuractis","Cycloseris","Ctenactis","Herpolitha","Polyphyllia","Lithophyllon","Heliofungia","Leptastrea","Lobactis","Halomitra","Danafungia","Fungia","Podabacia","Sandalolitha","Zoopilus","Meandrina","Dichocoenia","Eusmilia","Dendrogyra","Solenastrea","Polycyathus","Paracyathus","Cladocora","Astrangia","Oculina","Blastomussa","Physogyra","Plerogyra","Tethocyathus","Plesiastrea","Cyathelia","Trochocyathus","Diploastrea","Montastraea","Mussa","Scolymia","Isophyllia","Mycetophyllia","Mussismilia","Favia","Diploria","Manicina","Colpophyllia","Acanthastrea","Micromussa","Moseleya","Oxypora","Echinophyllia","Cynarina","Lobophyllia","Symphyllia","Orbicella","Cyphastrea","Echinopora","Catalaphyllia","Hydnophora","Leptoria","Platygyra","Favites","Goniastrea","Oulophyllia","Caulastraea","Pectinia","Mycedium","Scapophyllia","Merulina","Barabattoia","Trachyphyllia","Guynia","Fungiacyathus","Tropidocyathus","Cyathotrochus","Notocyathus","Javania","Placotrochides","Placotrochus","Rhizotrochus","Truncatoflabellum","Flabellum","Monomyces","Heteropsammia","Balanophyllia","Endopachys","Leptopsammia","Dendrophyllia","Enallopsammia","Turbinaria","Cladopsammia","Tubastraea","Goniopora","Porites","Stephanocoenia","Hoplangia","Pseudosiderastrea","Siderastrea","Helioseris","Thalamophyllia","Dactylotrochus","Agaricia","Leptoseris","Gardineroseris","Pavona","Pachyseris","Euphyllia","Ctenella","Galaxea","Alveopora","Astreopora","Montipora","Anacropora","Isopora","Acropora"
"Vaughanella",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,143.360314,143.360314,0,53.202227,431.116162,431.116162,431.116163,431.116162,431.116162,431.116163,431.116163,431.116162,431.116161,431.116162,431.116162,431.116162,431.116163,431.116162,431.116162,431.116162,431.116162,431.116162,431.116162,431.116162,431.116163,431.116161,431.116161,431.116162,431.116162,431.116162,431.116161,431.116162,431.116162,431.116163,431.116162,431.116162,431.116162,431.116162,431.116162,431.116162,431.116163,431.116164,431.116164,431.116163,431.116163,431.116162,431.116162,431.116162,431.116162,431.116161,431.116163,431.116163,431.116163,431.116163,431.116163,431.116162,431.116162,431.116162,431.116163,431.116163,431.116163,431.116163,431.116163,431.116163,431.116163,431.116163,431.116164,431.116164,431.116162,431.116163,431.116163,431.116163,431.116163,431.116163,431.116163,431.116163,431.116163,431.116163,431.116163,431.116163,431.116164,431.116163,431.116164,431.116163,431.116163,431.116164,431.116163,431.116164,431.116162,431.116165,431.116164,431.116163,431.116163,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
"Stephanocyathus",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,143.360315,143.360315,53.202227,0,431.116163,431.116163,431.116164,431.116163,431.116163,431.116164,431.116164,431.116163,431.116162,431.116163,431.116163,431.116163,431.116164,431.116163,431.116163,431.116163,431.116163,431.116163,431.116163,431.116163,431.116164,431.116162,431.116162,431.116163,431.116163,431.116163,431.116162,431.116163,431.116163,431.116164,431.116163,431.116163,431.116163,431.116163,431.116163,431.116163,431.116164,431.116165,431.116165,431.116164,431.116164,431.116163,431.116163,431.116163,431.116163,431.116162,431.116164,431.116164,431.116164,431.116164,431.116164,431.116163,431.116163,431.116163,431.116164,431.116164,431.116164,431.116164,431.116164,431.116164,431.116164,431.116164,431.116165,431.116165,431.116163,431.116164,431.116164,431.116164,431.116164,431.116164,431.116164,431.116164,431.116164,431.116164,431.116164,431.116164,431.116165,431.116164,431.116165,431.116164,431.116164,431.116165,431.116164,431.116165,431.116163,431.116166,431.116165,431.116164,431.116164,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Caryophyllia",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,431.116162,431.116162,431.116162,431.116163,0,8.216368,107.999461,107.99946,131.601034,131.601035,131.601035,228.204044,341.745769,341.74577,341.74577,341.74577,341.745771,341.74577,341.74577,341.74577,341.74577,341.74577,341.74577,341.74577,341.745771,341.745769,341.745769,341.74577,341.74577,341.74577,341.745769,341.74577,341.74577,341.745771,341.74577,341.74577,341.74577,341.74577,341.74577,341.74577,341.745771,341.745772,341.745772,341.745771,341.745771,341.74577,341.74577,341.74577,341.74577,341.745769,341.745771,341.745771,341.745771,341.745771,341.745771,341.74577,341.74577,341.74577,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745772,341.745772,341.74577,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745772,341.745771,341.745772,341.745771,341.745771,341.745772,341.745771,341.745772,341.74577,341.745773,341.745772,341.745771,341.745771,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
"Crispatotrochus",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,431.116162,431.116162,431.116162,431.116163,8.216368,0,107.999461,107.99946,131.601034,131.601035,131.601035,228.204044,341.745769,341.74577,341.74577,341.74577,341.745771,341.74577,341.74577,341.74577,341.74577,341.74577,341.74577,341.74577,341.745771,341.745769,341.745769,341.74577,341.74577,341.74577,341.745769,341.74577,341.74577,341.745771,341.74577,341.74577,341.74577,341.74577,341.74577,341.74577,341.745771,341.745772,341.745772,341.745771,341.745771,341.74577,341.74577,341.74577,341.74577,341.745769,341.745771,341.745771,341.745771,341.745771,341.745771,341.74577,341.74577,341.74577,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745772,341.745772,341.74577,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745772,341.745771,341.745772,341.745771,341.745771,341.745772,341.745771,341.745772,341.74577,341.745773,341.745772,341.745771,341.745771,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
"Stenocyathus",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,107.999461,107.999461,0,83.939345,131.601035,131.601036,131.601036,228.204045,341.74577,341.745771,341.745771,341.745771,341.745772,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745772,341.74577,341.74577,341.745771,341.745771,341.745771,341.74577,341.745771,341.745771,341.745772,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745772,341.745773,341.745773,341.745772,341.745772,341.745771,341.745771,341.745771,341.745771,341.74577,341.745772,341.745772,341.745772,341.745772,341.745772,341.745771,341.745771,341.745771,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745773,341.745773,341.745771,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745773,341.745772,341.745773,341.745772,341.745772,341.745773,341.745772,341.745773,341.745771,341.745774,341.745773,341.745772,341.745772,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Dasmosmilia",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,431.116162,431.116162,431.116162,431.116163,107.99946,107.99946,83.939345,0,131.601034,131.601035,131.601035,228.204044,341.745769,341.74577,341.74577,341.74577,341.745771,341.74577,341.74577,341.74577,341.74577,341.74577,341.74577,341.74577,341.745771,341.745769,341.745769,341.74577,341.74577,341.74577,341.745769,341.74577,341.74577,341.745771,341.74577,341.74577,341.74577,341.74577,341.74577,341.74577,341.745771,341.745772,341.745772,341.745771,341.745771,341.74577,341.74577,341.74577,341.74577,341.745769,341.745771,341.745771,341.745771,341.745771,341.745771,341.74577,341.74577,341.74577,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745772,341.745772,341.74577,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745772,341.745771,341.745772,341.745771,341.745771,341.745772,341.745771,341.745772,341.74577,341.745773,341.745772,341.745771,341.745771,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
"Lophelia",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,431.116162,431.116162,431.116162,431.116163,131.601034,131.601034,131.601035,131.601034,0,75.761483,75.761483,228.204044,341.745769,341.74577,341.74577,341.74577,341.745771,341.74577,341.74577,341.74577,341.74577,341.74577,341.74577,341.74577,341.745771,341.745769,341.745769,341.74577,341.74577,341.74577,341.745769,341.74577,341.74577,341.745771,341.74577,341.74577,341.74577,341.74577,341.74577,341.74577,341.745771,341.745772,341.745772,341.745771,341.745771,341.74577,341.74577,341.74577,341.74577,341.745769,341.745771,341.745771,341.745771,341.745771,341.745771,341.74577,341.74577,341.74577,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745772,341.745772,341.74577,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745772,341.745771,341.745772,341.745771,341.745771,341.745772,341.745771,341.745772,341.74577,341.745773,341.745772,341.745771,341.745771,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
"Solenosmilia",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,131.601035,131.601035,131.601036,131.601035,75.761483,0,34.580286,228.204045,341.74577,341.745771,341.745771,341.745771,341.745772,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745772,341.74577,341.74577,341.745771,341.745771,341.745771,341.74577,341.745771,341.745771,341.745772,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745772,341.745773,341.745773,341.745772,341.745772,341.745771,341.745771,341.745771,341.745771,341.74577,341.745772,341.745772,341.745772,341.745772,341.745772,341.745771,341.745771,341.745771,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745773,341.745773,341.745771,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745773,341.745772,341.745773,341.745772,341.745772,341.745773,341.745772,341.745773,341.745771,341.745774,341.745773,341.745772,341.745772,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Desmophyllum",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,131.601035,131.601035,131.601036,131.601035,75.761483,34.580286,0,228.204045,341.74577,341.745771,341.745771,341.745771,341.745772,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745772,341.74577,341.74577,341.745771,341.745771,341.745771,341.74577,341.745771,341.745771,341.745772,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745772,341.745773,341.745773,341.745772,341.745772,341.745771,341.745771,341.745771,341.745771,341.74577,341.745772,341.745772,341.745772,341.745772,341.745772,341.745771,341.745771,341.745771,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745773,341.745773,341.745771,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745772,341.745773,341.745772,341.745773,341.745772,341.745772,341.745773,341.745772,341.745773,341.745771,341.745774,341.745773,341.745772,341.745772,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Rhizosmilia",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,431.116162,431.116162,431.116162,431.116163,228.204044,228.204044,228.204045,228.204044,228.204044,228.204045,228.204045,0,341.745769,341.74577,341.74577,341.74577,341.745771,341.74577,341.74577,341.74577,341.74577,341.74577,341.74577,341.74577,341.745771,341.745769,341.745769,341.74577,341.74577,341.74577,341.745769,341.74577,341.74577,341.745771,341.74577,341.74577,341.74577,341.74577,341.74577,341.74577,341.745771,341.745772,341.745772,341.745771,341.745771,341.74577,341.74577,341.74577,341.74577,341.745769,341.745771,341.745771,341.745771,341.745771,341.745771,341.74577,341.74577,341.74577,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745772,341.745772,341.74577,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745771,341.745772,341.745771,341.745772,341.745771,341.745771,341.745772,341.745771,341.745772,341.74577,341.745773,341.745772,341.745771,341.745771,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
"Madrepora",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,611.581385,553.937095,431.116161,431.116161,431.116161,431.116162,341.745769,341.745769,341.74577,341.745769,341.745769,341.74577,341.74577,341.745769,0,307.426565,307.426565,307.426565,307.426566,307.426565,307.426565,307.426565,307.426565,307.426565,307.426565,307.426565,307.426566,307.426564,307.426564,307.426565,307.426565,307.426565,307.426564,307.426565,307.426565,307.426566,307.426565,307.426565,307.426565,307.426565,307.426565,307.426565,307.426566,307.426567,307.426567,307.426566,307.426566,307.426565,307.426565,307.426565,307.426565,307.426564,307.426566,307.426566,307.426566,307.426566,307.426566,307.426565,307.426565,307.426565,307.426566,307.426566,307.426566,307.426566,307.426566,307.426566,307.426566,307.426566,307.426567,307.426567,307.426565,307.426566,307.426566,307.426566,307.426566,307.426566,307.426566,307.426566,307.426566,307.426566,307.426566,307.426566,307.426567,307.426566,307.426567,307.426566,307.426566,307.426567,307.426566,307.426567,307.426565,307.426568,307.426567,307.426566,307.426566,738.886089,738.886087,738.886087,738.886087,738.886088,738.886089,738.886089,738.886088,738.886089,738.886089,738.886087,738.886088,738.886088,738.886088,738.886088,738.886088,738.886089,738.886089,738.886088,738.886089,738.886089,738.886089,738.886089,738.886088,738.886088,738.886088,738.886089,738.886088,738.886089,738.886088,738.886088,738.886088,738.886088,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886089
"Stylocoeniella",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,431.116162,431.116162,431.116162,431.116163,341.74577,341.74577,341.745771,341.74577,341.74577,341.745771,341.745771,341.74577,307.426565,0,168.332746,168.332746,168.332747,168.332746,274.972128,274.972128,274.972128,274.972128,274.972128,274.972128,274.972129,274.972127,274.972127,274.972128,274.972128,274.972128,274.972127,274.972128,274.972128,274.972129,274.972128,274.972128,274.972128,274.972128,274.972128,274.972128,274.972129,274.97213,274.97213,274.972129,274.972129,274.972128,274.972128,274.972128,274.972128,274.972127,274.972129,274.972129,274.972129,274.972129,274.972129,274.972128,274.972128,274.972128,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.97213,274.97213,274.972128,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.97213,274.972129,274.97213,274.972129,274.972129,274.97213,274.972129,274.97213,274.972128,274.972131,274.97213,274.972129,274.972129,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
"Madracis",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,431.116162,431.116162,431.116162,431.116163,341.74577,341.74577,341.745771,341.74577,341.74577,341.745771,341.745771,341.74577,307.426565,168.332746,0,129.774664,129.774665,129.774664,274.972128,274.972128,274.972128,274.972128,274.972128,274.972128,274.972129,274.972127,274.972127,274.972128,274.972128,274.972128,274.972127,274.972128,274.972128,274.972129,274.972128,274.972128,274.972128,274.972128,274.972128,274.972128,274.972129,274.97213,274.97213,274.972129,274.972129,274.972128,274.972128,274.972128,274.972128,274.972127,274.972129,274.972129,274.972129,274.972129,274.972129,274.972128,274.972128,274.972128,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.97213,274.97213,274.972128,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.97213,274.972129,274.97213,274.972129,274.972129,274.97213,274.972129,274.97213,274.972128,274.972131,274.97213,274.972129,274.972129,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
"Stylophora",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,431.116162,431.116162,431.116162,431.116163,341.74577,341.74577,341.745771,341.74577,341.74577,341.745771,341.745771,341.74577,307.426565,168.332746,129.774664,0,36.253233,78.962692,274.972128,274.972128,274.972128,274.972128,274.972128,274.972128,274.972129,274.972127,274.972127,274.972128,274.972128,274.972128,274.972127,274.972128,274.972128,274.972129,274.972128,274.972128,274.972128,274.972128,274.972128,274.972128,274.972129,274.97213,274.97213,274.972129,274.972129,274.972128,274.972128,274.972128,274.972128,274.972127,274.972129,274.972129,274.972129,274.972129,274.972129,274.972128,274.972128,274.972128,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.97213,274.97213,274.972128,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.97213,274.972129,274.97213,274.972129,274.972129,274.97213,274.972129,274.97213,274.972128,274.972131,274.97213,274.972129,274.972129,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
"Seriatopora",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,168.332747,129.774665,36.253233,0,78.962693,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.97213,274.972128,274.972128,274.972129,274.972129,274.972129,274.972128,274.972129,274.972129,274.97213,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.97213,274.972131,274.972131,274.97213,274.97213,274.972129,274.972129,274.972129,274.972129,274.972128,274.97213,274.97213,274.97213,274.97213,274.97213,274.972129,274.972129,274.972129,274.97213,274.97213,274.97213,274.97213,274.97213,274.97213,274.97213,274.97213,274.972131,274.972131,274.972129,274.97213,274.97213,274.97213,274.97213,274.97213,274.97213,274.97213,274.97213,274.97213,274.97213,274.97213,274.972131,274.97213,274.972131,274.97213,274.97213,274.972131,274.97213,274.972131,274.972129,274.972132,274.972131,274.97213,274.97213,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Pocillopora",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,431.116162,431.116162,431.116162,431.116163,341.74577,341.74577,341.745771,341.74577,341.74577,341.745771,341.745771,341.74577,307.426565,168.332746,129.774664,78.962692,78.962693,0,274.972128,274.972128,274.972128,274.972128,274.972128,274.972128,274.972129,274.972127,274.972127,274.972128,274.972128,274.972128,274.972127,274.972128,274.972128,274.972129,274.972128,274.972128,274.972128,274.972128,274.972128,274.972128,274.972129,274.97213,274.97213,274.972129,274.972129,274.972128,274.972128,274.972128,274.972128,274.972127,274.972129,274.972129,274.972129,274.972129,274.972129,274.972128,274.972128,274.972128,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.97213,274.97213,274.972128,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.972129,274.97213,274.972129,274.97213,274.972129,274.972129,274.97213,274.972129,274.97213,274.972128,274.972131,274.97213,274.972129,274.972129,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
"Heterocyathus",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,431.116162,431.116162,431.116162,431.116163,341.74577,341.74577,341.745771,341.74577,341.74577,341.745771,341.745771,341.74577,307.426565,274.972128,274.972128,274.972128,274.972129,274.972128,0,5.428074,94.154098,171.615736,171.615736,171.615736,171.615737,171.615735,171.615735,171.615736,171.615736,171.615736,171.615735,171.615736,171.615736,171.615737,171.615736,171.615736,171.615736,171.615736,171.615736,171.615736,234.271259,234.27126,234.27126,234.271259,234.271259,234.271258,234.271258,234.271258,234.271258,234.271257,234.271259,234.271259,234.271259,234.271259,234.271259,234.271258,234.271258,234.271258,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.27126,234.271258,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271259,234.27126,234.271259,234.271259,234.27126,234.271259,234.27126,234.271258,234.271261,234.27126,234.271259,234.271259,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
